,state_code,district_code,block_code,state_name,district_name,block_name,finyear,rejected,total,invalid
37,2,201,201009,ANDHRA PRADESH,SRIKAKULAM,Ponduru,18.0,0,146508,0
38,2,201,201009,ANDHRA PRADESH,SRIKAKULAM,Ponduru,19.0,3550,166148,0
39,2,201,201009,ANDHRA PRADESH,SRIKAKULAM,Ponduru,20.0,2204,256954,0
40,2,201,201010,ANDHRA PRADESH,SRIKAKULAM,Santhakaviti,18.0,0,137466,0
41,2,201,201010,ANDHRA PRADESH,SRIKAKULAM,Santhakaviti,19.0,5101,183101,0
42,2,201,201010,ANDHRA PRADESH,SRIKAKULAM,Santhakaviti,20.0,3060,316770,0
43,2,201,201011,ANDHRA PRADESH,SRIKAKULAM,Burja,18.0,0,120934,0
44,2,201,201011,ANDHRA PRADESH,SRIKAKULAM,Burja,19.0,6797,179174,0
45,2,201,201011,ANDHRA PRADESH,SRIKAKULAM,Burja,20.0,4612,300426,0
46,2,201,201012,ANDHRA PRADESH,SRIKAKULAM,Palakonda,18.0,0,113595,0
47,2,201,201012,ANDHRA PRADESH,SRIKAKULAM,Palakonda,19.0,7079,166229,0
48,2,201,201012,ANDHRA PRADESH,SRIKAKULAM,Palakonda,20.0,11186,265280,0
49,2,201,201013,ANDHRA PRADESH,SRIKAKULAM,Seethampeta,18.0,0,166719,0
50,2,201,201013,ANDHRA PRADESH,SRIKAKULAM,Seethampeta,19.0,7683,234851,0
51,2,201,201013,ANDHRA PRADESH,SRIKAKULAM,Seethampeta,20.0,6110,369304,0
52,2,201,201014,ANDHRA PRADESH,SRIKAKULAM,Bhamini,18.0,0,91238,0
53,2,201,201014,ANDHRA PRADESH,SRIKAKULAM,Bhamini,19.0,4799,135073,0
54,2,201,201014,ANDHRA PRADESH,SRIKAKULAM,Bhamini,20.0,4470,229268,0
55,2,201,201015,ANDHRA PRADESH,SRIKAKULAM,Kothuru,18.0,0,165214,0
56,2,201,201015,ANDHRA PRADESH,SRIKAKULAM,Kothuru,19.0,5369,212919,0
57,2,201,201015,ANDHRA PRADESH,SRIKAKULAM,Kothuru,20.0,3514,308584,0
58,2,201,201016,ANDHRA PRADESH,SRIKAKULAM,Hiramandalam,18.0,0,60005,0
59,2,201,201016,ANDHRA PRADESH,SRIKAKULAM,Hiramandalam,19.0,4728,103779,0
60,2,201,201016,ANDHRA PRADESH,SRIKAKULAM,Hiramandalam,20.0,3386,158515,0
61,2,201,201017,ANDHRA PRADESH,SRIKAKULAM,Sarubujjili,18.0,0,91514,0
62,2,201,201017,ANDHRA PRADESH,SRIKAKULAM,Sarubujjili,19.0,2747,112332,0
63,2,201,201017,ANDHRA PRADESH,SRIKAKULAM,Sarubujjili,20.0,1956,190734,0
64,2,201,201018,ANDHRA PRADESH,SRIKAKULAM,Amadalavalasa,18.0,0,124409,0
65,2,201,201018,ANDHRA PRADESH,SRIKAKULAM,Amadalavalasa,19.0,9161,160105,0
66,2,201,201018,ANDHRA PRADESH,SRIKAKULAM,Amadalavalasa,20.0,4354,223186,0
67,2,201,201019,ANDHRA PRADESH,SRIKAKULAM,Srikakulam,18.0,0,171665,0
68,2,201,201019,ANDHRA PRADESH,SRIKAKULAM,Srikakulam,19.0,4061,198974,0
69,2,201,201019,ANDHRA PRADESH,SRIKAKULAM,Srikakulam,20.0,3054,282260,0
70,2,201,201020,ANDHRA PRADESH,SRIKAKULAM,Gara,18.0,0,201935,0
71,2,201,201020,ANDHRA PRADESH,SRIKAKULAM,Gara,19.0,4153,246282,0
72,2,201,201020,ANDHRA PRADESH,SRIKAKULAM,Gara,20.0,4464,361400,0
73,2,201,201021,ANDHRA PRADESH,SRIKAKULAM,Polaki,18.0,0,238865,0
74,2,201,201021,ANDHRA PRADESH,SRIKAKULAM,Polaki,19.0,5491,276305,0
75,2,201,201021,ANDHRA PRADESH,SRIKAKULAM,Polaki,20.0,7006,397576,0
76,2,201,201022,ANDHRA PRADESH,SRIKAKULAM,Narasannapeta,18.0,0,166011,0
77,2,201,201022,ANDHRA PRADESH,SRIKAKULAM,Narasannapeta,19.0,3647,186589,0
78,2,201,201022,ANDHRA PRADESH,SRIKAKULAM,Narasannapeta,20.0,2602,281834,0
79,2,201,201023,ANDHRA PRADESH,SRIKAKULAM,Jalumuru,18.0,0,183933,0
80,2,201,201023,ANDHRA PRADESH,SRIKAKULAM,Jalumuru,19.0,2713,208115,0
81,2,201,201023,ANDHRA PRADESH,SRIKAKULAM,Jalumuru,20.0,1942,317848,0
82,2,201,201024,ANDHRA PRADESH,SRIKAKULAM,Saravakota,18.0,0,113414,0
83,2,201,201024,ANDHRA PRADESH,SRIKAKULAM,Saravakota,19.0,3831,135062,0
84,2,201,201024,ANDHRA PRADESH,SRIKAKULAM,Saravakota,20.0,1450,219068,0
85,2,201,201025,ANDHRA PRADESH,SRIKAKULAM,Pathapatnam,18.0,0,127170,0
86,2,201,201025,ANDHRA PRADESH,SRIKAKULAM,Pathapatnam,19.0,5152,158069,0
87,2,201,201025,ANDHRA PRADESH,SRIKAKULAM,Pathapatnam,20.0,3420,258080,0
88,2,201,201026,ANDHRA PRADESH,SRIKAKULAM,Meilaputti,18.0,0,144540,0
89,2,201,201026,ANDHRA PRADESH,SRIKAKULAM,Meilaputti,19.0,2858,155885,0
90,2,201,201026,ANDHRA PRADESH,SRIKAKULAM,Meilaputti,20.0,2680,263014,0
91,2,201,201027,ANDHRA PRADESH,SRIKAKULAM,Tekkali,18.0,0,111837,0
92,2,201,201027,ANDHRA PRADESH,SRIKAKULAM,Tekkali,19.0,2172,125612,0
93,2,201,201027,ANDHRA PRADESH,SRIKAKULAM,Tekkali,20.0,1156,180064,0
94,2,201,201028,ANDHRA PRADESH,SRIKAKULAM,Kotabommili,18.0,0,203637,0
95,2,201,201028,ANDHRA PRADESH,SRIKAKULAM,Kotabommili,19.0,7911,247712,0
96,2,201,201028,ANDHRA PRADESH,SRIKAKULAM,Kotabommili,20.0,3044,343002,0
97,2,201,201029,ANDHRA PRADESH,SRIKAKULAM,Santhabommali,18.0,0,236057,0
98,2,201,201029,ANDHRA PRADESH,SRIKAKULAM,Santhabommali,19.0,5791,277068,0
99,2,201,201029,ANDHRA PRADESH,SRIKAKULAM,Santhabommali,20.0,3596,384076,0
100,2,201,201030,ANDHRA PRADESH,SRIKAKULAM,Nandigam,18.0,0,151920,0
101,2,201,201030,ANDHRA PRADESH,SRIKAKULAM,Nandigam,19.0,2740,172144,0
102,2,201,201030,ANDHRA PRADESH,SRIKAKULAM,Nandigam,20.0,3608,293172,0
103,2,201,201031,ANDHRA PRADESH,SRIKAKULAM,Vajrapukothuru,18.0,0,79289,0
104,2,201,201031,ANDHRA PRADESH,SRIKAKULAM,Vajrapukothuru,19.0,3782,99707,0
105,2,201,201031,ANDHRA PRADESH,SRIKAKULAM,Vajrapukothuru,20.0,1782,174790,0
106,2,201,201032,ANDHRA PRADESH,SRIKAKULAM,Palasa,18.0,0,79750,0
107,2,201,201032,ANDHRA PRADESH,SRIKAKULAM,Palasa,19.0,2972,98977,0
108,2,201,201032,ANDHRA PRADESH,SRIKAKULAM,Palasa,20.0,1428,163658,0
109,2,201,201033,ANDHRA PRADESH,SRIKAKULAM,Mandasa,18.0,0,135633,0
110,2,201,201033,ANDHRA PRADESH,SRIKAKULAM,Mandasa,19.0,2492,182907,0
111,2,201,201033,ANDHRA PRADESH,SRIKAKULAM,Mandasa,20.0,3526,384502,0
112,2,201,201034,ANDHRA PRADESH,SRIKAKULAM,Sompeta,18.0,0,85661,0
113,2,201,201034,ANDHRA PRADESH,SRIKAKULAM,Sompeta,19.0,1772,102421,0
114,2,201,201034,ANDHRA PRADESH,SRIKAKULAM,Sompeta,20.0,724,143846,0
115,2,201,201035,ANDHRA PRADESH,SRIKAKULAM,Kanchili,18.0,0,94173,0
116,2,201,201035,ANDHRA PRADESH,SRIKAKULAM,Kanchili,19.0,2896,108016,0
117,2,201,201035,ANDHRA PRADESH,SRIKAKULAM,Kanchili,20.0,1588,172058,0
118,2,201,201036,ANDHRA PRADESH,SRIKAKULAM,Kaviti,18.0,0,73061,0
119,2,201,201036,ANDHRA PRADESH,SRIKAKULAM,Kaviti,19.0,4638,104399,0
120,2,201,201036,ANDHRA PRADESH,SRIKAKULAM,Kaviti,20.0,2128,185676,0
121,2,201,201037,ANDHRA PRADESH,SRIKAKULAM,Ichchapuram,18.0,0,100357,0
122,2,201,201037,ANDHRA PRADESH,SRIKAKULAM,Ichchapuram,19.0,1199,119962,0
123,2,201,201037,ANDHRA PRADESH,SRIKAKULAM,Ichchapuram,20.0,916,140872,0
124,2,201,201038,ANDHRA PRADESH,SRIKAKULAM,LaxmiNarsuPeta,18.0,0,94473,0
125,2,201,201038,ANDHRA PRADESH,SRIKAKULAM,LaxmiNarsuPeta,19.0,4914,117201,0
126,2,201,201038,ANDHRA PRADESH,SRIKAKULAM,LaxmiNarsuPeta,20.0,4210,180954,0
127,2,202,202001,ANDHRA PRADESH,VIZIANAGARAM,Komarada,18.0,0,126926,0
128,2,202,202001,ANDHRA PRADESH,VIZIANAGARAM,Komarada,19.0,10056,162920,0
129,2,202,202001,ANDHRA PRADESH,VIZIANAGARAM,Komarada,20.0,3566,222504,0
130,2,202,202002,ANDHRA PRADESH,VIZIANAGARAM,Gummalakshmipuram,18.0,0,124574,0
131,2,202,202002,ANDHRA PRADESH,VIZIANAGARAM,Gummalakshmipuram,19.0,4332,146063,0
132,2,202,202002,ANDHRA PRADESH,VIZIANAGARAM,Gummalakshmipuram,20.0,2228,217554,0
133,2,202,202003,ANDHRA PRADESH,VIZIANAGARAM,Kurupam,18.0,0,113447,0
134,2,202,202003,ANDHRA PRADESH,VIZIANAGARAM,Kurupam,19.0,6879,138680,0
135,2,202,202003,ANDHRA PRADESH,VIZIANAGARAM,Kurupam,20.0,2190,176760,0
136,2,202,202004,ANDHRA PRADESH,VIZIANAGARAM,Jiyyamma Valasa,18.0,0,142662,0
137,2,202,202004,ANDHRA PRADESH,VIZIANAGARAM,Jiyyamma Valasa,19.0,13516,207051,0
138,2,202,202004,ANDHRA PRADESH,VIZIANAGARAM,Jiyyamma Valasa,20.0,6044,333944,0
139,2,202,202005,ANDHRA PRADESH,VIZIANAGARAM,Garugubilli,18.0,0,139444,0
140,2,202,202005,ANDHRA PRADESH,VIZIANAGARAM,Garugubilli,19.0,7449,165871,0
141,2,202,202005,ANDHRA PRADESH,VIZIANAGARAM,Garugubilli,20.0,2618,316216,0
142,2,202,202006,ANDHRA PRADESH,VIZIANAGARAM,Parvathipuram,18.0,0,188878,0
143,2,202,202006,ANDHRA PRADESH,VIZIANAGARAM,Parvathipuram,19.0,11339,282931,0
144,2,202,202006,ANDHRA PRADESH,VIZIANAGARAM,Parvathipuram,20.0,4248,401184,0
145,2,202,202007,ANDHRA PRADESH,VIZIANAGARAM,Makkuva,18.0,0,178473,0
146,2,202,202007,ANDHRA PRADESH,VIZIANAGARAM,Makkuva,19.0,7483,190059,0
147,2,202,202007,ANDHRA PRADESH,VIZIANAGARAM,Makkuva,20.0,3112,300596,0
148,2,202,202008,ANDHRA PRADESH,VIZIANAGARAM,Seethanagaram,18.0,0,215128,0
149,2,202,202008,ANDHRA PRADESH,VIZIANAGARAM,Seethanagaram,19.0,9523,248618,0
150,2,202,202008,ANDHRA PRADESH,VIZIANAGARAM,Seethanagaram,20.0,2722,343374,0
151,2,202,202009,ANDHRA PRADESH,VIZIANAGARAM,Balajipeta,18.0,0,174550,0
152,2,202,202009,ANDHRA PRADESH,VIZIANAGARAM,Balajipeta,19.0,8757,205504,0
153,2,202,202009,ANDHRA PRADESH,VIZIANAGARAM,Balajipeta,20.0,2864,344916,0
154,2,202,202010,ANDHRA PRADESH,VIZIANAGARAM,Bobbili,18.0,0,189892,0
155,2,202,202010,ANDHRA PRADESH,VIZIANAGARAM,Bobbili,19.0,12229,234808,0
156,2,202,202010,ANDHRA PRADESH,VIZIANAGARAM,Bobbili,20.0,2762,319912,0
157,2,202,202011,ANDHRA PRADESH,VIZIANAGARAM,Salur,18.0,0,164301,0
158,2,202,202011,ANDHRA PRADESH,VIZIANAGARAM,Salur,19.0,8738,202832,0
159,2,202,202011,ANDHRA PRADESH,VIZIANAGARAM,Salur,20.0,2734,294314,0
160,2,202,202012,ANDHRA PRADESH,VIZIANAGARAM,Pachipenta,18.0,0,124635,0
161,2,202,202012,ANDHRA PRADESH,VIZIANAGARAM,Pachipenta,19.0,7971,157308,0
162,2,202,202012,ANDHRA PRADESH,VIZIANAGARAM,Pachipenta,20.0,11080,253818,0
163,2,202,202013,ANDHRA PRADESH,VIZIANAGARAM,Ramabhadrapuram,18.0,0,116276,0
164,2,202,202013,ANDHRA PRADESH,VIZIANAGARAM,Ramabhadrapuram,19.0,16191,165871,0
165,2,202,202013,ANDHRA PRADESH,VIZIANAGARAM,Ramabhadrapuram,20.0,2506,217378,0
166,2,202,202014,ANDHRA PRADESH,VIZIANAGARAM,Badangi,18.0,0,156134,0
167,2,202,202014,ANDHRA PRADESH,VIZIANAGARAM,Badangi,19.0,11388,184901,0
168,2,202,202014,ANDHRA PRADESH,VIZIANAGARAM,Badangi,20.0,3592,275354,0
169,2,202,202015,ANDHRA PRADESH,VIZIANAGARAM,Therlam,18.0,0,179153,0
170,2,202,202015,ANDHRA PRADESH,VIZIANAGARAM,Therlam,19.0,15651,217678,0
171,2,202,202015,ANDHRA PRADESH,VIZIANAGARAM,Therlam,20.0,3868,301674,0
172,2,202,202016,ANDHRA PRADESH,VIZIANAGARAM,Merakamudidam,18.0,0,172066,0
173,2,202,202016,ANDHRA PRADESH,VIZIANAGARAM,Merakamudidam,19.0,16046,248972,0
174,2,202,202016,ANDHRA PRADESH,VIZIANAGARAM,Merakamudidam,20.0,7946,361592,0
175,2,202,202017,ANDHRA PRADESH,VIZIANAGARAM,Dattirajeru,18.0,0,205226,0
176,2,202,202017,ANDHRA PRADESH,VIZIANAGARAM,Dattirajeru,19.0,25068,251730,0
177,2,202,202017,ANDHRA PRADESH,VIZIANAGARAM,Dattirajeru,20.0,6226,342564,0
178,2,202,202018,ANDHRA PRADESH,VIZIANAGARAM,Mentada,18.0,0,168880,0
179,2,202,202018,ANDHRA PRADESH,VIZIANAGARAM,Mentada,19.0,20588,213587,0
180,2,202,202018,ANDHRA PRADESH,VIZIANAGARAM,Mentada,20.0,3172,303296,0
181,2,202,202019,ANDHRA PRADESH,VIZIANAGARAM,Gajapathinagaram,18.0,0,163828,0
182,2,202,202019,ANDHRA PRADESH,VIZIANAGARAM,Gajapathinagaram,19.0,16115,215592,0
183,2,202,202019,ANDHRA PRADESH,VIZIANAGARAM,Gajapathinagaram,20.0,1440,311840,0
184,2,202,202020,ANDHRA PRADESH,VIZIANAGARAM,Bondapalle,18.0,0,209449,0
185,2,202,202020,ANDHRA PRADESH,VIZIANAGARAM,Bondapalle,19.0,19990,252930,0
186,2,202,202020,ANDHRA PRADESH,VIZIANAGARAM,Bondapalle,20.0,3640,313218,0
187,2,202,202021,ANDHRA PRADESH,VIZIANAGARAM,Gurla,18.0,0,234480,0
188,2,202,202021,ANDHRA PRADESH,VIZIANAGARAM,Gurla,19.0,17708,272162,0
189,2,202,202021,ANDHRA PRADESH,VIZIANAGARAM,Gurla,20.0,7248,444910,0
190,2,202,202022,ANDHRA PRADESH,VIZIANAGARAM,Garividi,18.0,0,247943,0
191,2,202,202022,ANDHRA PRADESH,VIZIANAGARAM,Garividi,19.0,25408,292997,0
192,2,202,202022,ANDHRA PRADESH,VIZIANAGARAM,Garividi,20.0,5648,403440,0
193,2,202,202023,ANDHRA PRADESH,VIZIANAGARAM,Cheepurupalle,18.0,0,185999,0
194,2,202,202023,ANDHRA PRADESH,VIZIANAGARAM,Cheepurupalle,19.0,11105,217815,0
195,2,202,202023,ANDHRA PRADESH,VIZIANAGARAM,Cheepurupalle,20.0,3446,337454,0
196,2,202,202024,ANDHRA PRADESH,VIZIANAGARAM,Nellimarla,18.0,0,204736,0
197,2,202,202024,ANDHRA PRADESH,VIZIANAGARAM,Nellimarla,19.0,19357,267550,0
198,2,202,202024,ANDHRA PRADESH,VIZIANAGARAM,Nellimarla,20.0,5350,375134,0
199,2,202,202025,ANDHRA PRADESH,VIZIANAGARAM,Pusapatirega,18.0,0,173082,0
200,2,202,202025,ANDHRA PRADESH,VIZIANAGARAM,Pusapatirega,19.0,15068,229974,0
201,2,202,202025,ANDHRA PRADESH,VIZIANAGARAM,Pusapatirega,20.0,3696,337918,0
202,2,202,202026,ANDHRA PRADESH,VIZIANAGARAM,Bhoghapuram,18.0,0,134447,0
203,2,202,202026,ANDHRA PRADESH,VIZIANAGARAM,Bhoghapuram,19.0,12166,175377,0
204,2,202,202026,ANDHRA PRADESH,VIZIANAGARAM,Bhoghapuram,20.0,1368,242222,0
205,2,202,202027,ANDHRA PRADESH,VIZIANAGARAM,Denkada,18.0,0,153032,0
206,2,202,202027,ANDHRA PRADESH,VIZIANAGARAM,Denkada,19.0,12127,176449,0
207,2,202,202027,ANDHRA PRADESH,VIZIANAGARAM,Denkada,20.0,4010,241610,0
208,2,202,202028,ANDHRA PRADESH,VIZIANAGARAM,Vizianagaram,18.0,0,138745,0
209,2,202,202028,ANDHRA PRADESH,VIZIANAGARAM,Vizianagaram,19.0,12064,158115,0
210,2,202,202028,ANDHRA PRADESH,VIZIANAGARAM,Vizianagaram,20.0,1310,186168,0
211,2,202,202029,ANDHRA PRADESH,VIZIANAGARAM,Gantyada,18.0,0,196278,0
212,2,202,202029,ANDHRA PRADESH,VIZIANAGARAM,Gantyada,19.0,21231,240624,0
213,2,202,202029,ANDHRA PRADESH,VIZIANAGARAM,Gantyada,20.0,3816,364952,0
214,2,202,202030,ANDHRA PRADESH,VIZIANAGARAM,Srungavarapukota,18.0,0,189287,0
215,2,202,202030,ANDHRA PRADESH,VIZIANAGARAM,Srungavarapukota,19.0,23237,278813,0
216,2,202,202030,ANDHRA PRADESH,VIZIANAGARAM,Srungavarapukota,20.0,4270,332814,0
217,2,202,202031,ANDHRA PRADESH,VIZIANAGARAM,Vepada,18.0,0,166804,0
218,2,202,202031,ANDHRA PRADESH,VIZIANAGARAM,Vepada,19.0,17038,217257,0
219,2,202,202031,ANDHRA PRADESH,VIZIANAGARAM,Vepada,20.0,1990,279096,0
220,2,202,202032,ANDHRA PRADESH,VIZIANAGARAM,Lakkavarapukota,18.0,0,186528,0
221,2,202,202032,ANDHRA PRADESH,VIZIANAGARAM,Lakkavarapukota,19.0,29886,289469,0
222,2,202,202032,ANDHRA PRADESH,VIZIANAGARAM,Lakkavarapukota,20.0,4192,334540,0
223,2,202,202033,ANDHRA PRADESH,VIZIANAGARAM,Jami,18.0,0,179173,0
224,2,202,202033,ANDHRA PRADESH,VIZIANAGARAM,Jami,19.0,33059,311313,0
225,2,202,202033,ANDHRA PRADESH,VIZIANAGARAM,Jami,20.0,3112,339932,0
226,2,202,202034,ANDHRA PRADESH,VIZIANAGARAM,Kothavalasa,18.0,0,154734,0
227,2,202,202034,ANDHRA PRADESH,VIZIANAGARAM,Kothavalasa,19.0,17800,182138,0
228,2,202,202034,ANDHRA PRADESH,VIZIANAGARAM,Kothavalasa,20.0,2238,208450,0
229,2,203,203001,ANDHRA PRADESH,VISAKHAPATANAM,Munchingiputtu,18.0,0,162750,0
230,2,203,203001,ANDHRA PRADESH,VISAKHAPATANAM,Munchingiputtu,19.0,14674,188032,0
231,2,203,203001,ANDHRA PRADESH,VISAKHAPATANAM,Munchingiputtu,20.0,24340,281774,0
232,2,203,203002,ANDHRA PRADESH,VISAKHAPATANAM,Pedabayalu,18.0,0,159724,0
233,2,203,203002,ANDHRA PRADESH,VISAKHAPATANAM,Pedabayalu,19.0,5203,186039,0
234,2,203,203002,ANDHRA PRADESH,VISAKHAPATANAM,Pedabayalu,20.0,17442,248618,0
235,2,203,203003,ANDHRA PRADESH,VISAKHAPATANAM,Hukumpeta,18.0,0,174984,0
236,2,203,203003,ANDHRA PRADESH,VISAKHAPATANAM,Hukumpeta,19.0,5045,184216,0
237,2,203,203003,ANDHRA PRADESH,VISAKHAPATANAM,Hukumpeta,20.0,13304,290956,0
238,2,203,203004,ANDHRA PRADESH,VISAKHAPATANAM,Dumbriguda,18.0,0,205075,0
239,2,203,203004,ANDHRA PRADESH,VISAKHAPATANAM,Dumbriguda,19.0,10004,210756,0
240,2,203,203004,ANDHRA PRADESH,VISAKHAPATANAM,Dumbriguda,20.0,15374,309822,0
241,2,203,203005,ANDHRA PRADESH,VISAKHAPATANAM,Araku Valley,18.0,0,164111,0
242,2,203,203005,ANDHRA PRADESH,VISAKHAPATANAM,Araku Valley,19.0,4715,191255,0
243,2,203,203005,ANDHRA PRADESH,VISAKHAPATANAM,Araku Valley,20.0,19274,278942,0
244,2,203,203006,ANDHRA PRADESH,VISAKHAPATANAM,Ananthagiri,18.0,0,165817,0
245,2,203,203006,ANDHRA PRADESH,VISAKHAPATANAM,Ananthagiri,19.0,5814,174966,0
246,2,203,203006,ANDHRA PRADESH,VISAKHAPATANAM,Ananthagiri,20.0,22638,277274,0
247,2,203,203007,ANDHRA PRADESH,VISAKHAPATANAM,Devarapalle,18.0,0,102003,0
248,2,203,203007,ANDHRA PRADESH,VISAKHAPATANAM,Devarapalle,19.0,8751,124108,0
249,2,203,203007,ANDHRA PRADESH,VISAKHAPATANAM,Devarapalle,20.0,6906,177874,0
250,2,203,203008,ANDHRA PRADESH,VISAKHAPATANAM,Cheedikada,18.0,0,132904,0
251,2,203,203008,ANDHRA PRADESH,VISAKHAPATANAM,Cheedikada,19.0,6149,160740,0
252,2,203,203008,ANDHRA PRADESH,VISAKHAPATANAM,Cheedikada,20.0,10228,238494,0
253,2,203,203009,ANDHRA PRADESH,VISAKHAPATANAM,Madugula,18.0,0,105894,0
254,2,203,203009,ANDHRA PRADESH,VISAKHAPATANAM,Madugula,19.0,3905,117748,0
255,2,203,203009,ANDHRA PRADESH,VISAKHAPATANAM,Madugula,20.0,3976,160594,0
256,2,203,203010,ANDHRA PRADESH,VISAKHAPATANAM,Paderu,18.0,0,166647,0
257,2,203,203010,ANDHRA PRADESH,VISAKHAPATANAM,Paderu,19.0,6164,186869,0
258,2,203,203010,ANDHRA PRADESH,VISAKHAPATANAM,Paderu,20.0,13066,243368,0
259,2,203,203011,ANDHRA PRADESH,VISAKHAPATANAM,Gangaraju Madugula,18.0,0,109142,0
260,2,203,203011,ANDHRA PRADESH,VISAKHAPATANAM,Gangaraju Madugula,19.0,5351,149562,0
261,2,203,203011,ANDHRA PRADESH,VISAKHAPATANAM,Gangaraju Madugula,20.0,12368,199082,0
262,2,203,203012,ANDHRA PRADESH,VISAKHAPATANAM,Chintapalle,18.0,0,149303,0
263,2,203,203012,ANDHRA PRADESH,VISAKHAPATANAM,Chintapalle,19.0,10297,160242,0
264,2,203,203012,ANDHRA PRADESH,VISAKHAPATANAM,Chintapalle,20.0,14408,195362,0
265,2,203,203013,ANDHRA PRADESH,VISAKHAPATANAM,Gudem Kothaveedhi,18.0,0,99848,0
266,2,203,203013,ANDHRA PRADESH,VISAKHAPATANAM,Gudem Kothaveedhi,19.0,9941,126292,0
267,2,203,203013,ANDHRA PRADESH,VISAKHAPATANAM,Gudem Kothaveedhi,20.0,28664,209648,0
268,2,203,203014,ANDHRA PRADESH,VISAKHAPATANAM,Koyyuru,18.0,0,159522,0
269,2,203,203014,ANDHRA PRADESH,VISAKHAPATANAM,Koyyuru,19.0,8349,169083,0
270,2,203,203014,ANDHRA PRADESH,VISAKHAPATANAM,Koyyuru,20.0,12678,238798,0
271,2,203,203015,ANDHRA PRADESH,VISAKHAPATANAM,Golugonda,18.0,0,151449,0
272,2,203,203015,ANDHRA PRADESH,VISAKHAPATANAM,Golugonda,19.0,8028,177165,0
